packet_id,piece_catalog_raw,leaf_order_raw,leaf_count,difficulty,start_left_raw,end_right_raw,boundary_indices
veneer_packet_00132,rawleaf_0132_1_TUQV4~left:LX16amber~right:RQ45nacre~wood:satinwood~figure:ray~wax:white~caliper:21~pin:8 || rawleaf_0132_4_Q82X2~left:LX30gesso~right:RQ52madder~wood:walnut~figure:ripple~wax:black~caliper:28~pin:1 || rawleaf_0132_2_NJX65~left:LX45flax~right:RQ41juniper~wood:walnut~figure:ray~wax:black~caliper:19~pin:8 || rawleaf_0132_6_T2SEK~left:LX47hazel~right:RQ11lichen~wood:walnut~figure:curl~wax:white~caliper:23~pin:2 || rawleaf_0132_3_4WVQN~left:LX41bistre~right:RQ30ochre~wood:maple~figure:ray~wax:blue~caliper:19~pin:1 || rawleaf_0132_7_GHVFS~left:LX11drift~right:END_FERN~wood:elm burl~figure:fiddleback~wax:black~caliper:23~pin:2 || shopnote~left:IGNORE_21~right:IGNORE_53~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0132_0_Z6F6G~left:START_CLOVE~right:RQ16ivory~wood:rosewood~figure:ray~wax:yellow~caliper:24~pin:5 || rawleaf_0132_5_78BKY~left:LX52elm~right:RQ47pewter~wood:walnut~figure:mottle~wax:blue~caliper:21~pin:1,rawleaf_0132_0_Z6F6G|rawleaf_0132_1_TUQV4|rawleaf_0132_2_NJX65|rawleaf_0132_3_4WVQN|rawleaf_0132_4_Q82X2|rawleaf_0132_5_78BKY|rawleaf_0132_6_T2SEK|rawleaf_0132_7_GHVFS,8,smudged,START_CLOVE,END_FERN,16|45|41|30|52|47|11
veneer_packet_00133,rawleaf_0133_2_8QLKE~left:LX04elm~right:RQ02kermes~wood:maple~figure:ray~wax:green~caliper:18~pin:1 || rawleaf_0133_7_5ZH29~left:LX30gesso~right:END_EBONY~wood:rosewood~figure:ripple~wax:black~caliper:19~pin:0 || rawleaf_0133_6_WY76Q~left:LX78gesso~right:RQ30ochre~wood:rosewood~figure:stripe~wax:blue~caliper:28~pin:0 || shopnote~left:IGNORE_93~right:IGNORE_84~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0133_1_73D65~left:LX45flax~right:RQ04madder~wood:walnut~figure:flame~wax:white~caliper:18~pin:2 || rawleaf_0133_5_ZKEVK~left:LX33bistre~right:RQ78ochre~wood:rosewood~figure:ray~wax:yellow~caliper:23~pin:0 || rawleaf_0133_3_5JG8D~left:LX02cedar~right:RQ37nacre~wood:satinwood~figure:ripple~wax:red~caliper:23~pin:5 || rawleaf_0133_0_5SQZK~left:START_CLOVE~right:RQ45nacre~wood:pearwood~figure:flame~wax:green~caliper:26~pin:4 || rawleaf_0133_4_X9FZB~left:LX37flax~right:RQ33juniper~wood:pearwood~figure:ray~wax:yellow~caliper:17~pin:6,rawleaf_0133_0_5SQZK|rawleaf_0133_1_73D65|rawleaf_0133_2_8QLKE|rawleaf_0133_3_5JG8D|rawleaf_0133_4_X9FZB|rawleaf_0133_5_ZKEVK|rawleaf_0133_6_WY76Q|rawleaf_0133_7_5ZH29,8,smudged,START_CLOVE,END_EBONY,45|4|2|37|33|78|30
veneer_packet_00134,rawleaf_0134_2_6E6ZG~left:LX74cedar~right:RQ20madder~wood:maple~figure:stripe~wax:blue~caliper:17~pin:7 || rawleaf_0134_7_NKHJJ~left:LX36elm~right:END_FERN~wood:rosewood~figure:ripple~wax:green~caliper:17~pin:1 || rawleaf_0134_3_6TB58~left:LX20elm~right:RQ12madder~wood:elm burl~figure:fiddleback~wax:yellow~caliper:27~pin:6 || rawleaf_0134_5_TS2FM~left:LX58cedar~right:RQ25juniper~wood:pearwood~figure:fiddleback~wax:red~caliper:19~pin:5 || rawleaf_0134_4_U8YXN~left:LX12elm~right:RQ58kermes~wood:satinwood~figure:curl~wax:red~caliper:20~pin:0 || rawleaf_0134_6_D4PM9~left:LX25bistre~right:RQ36madder~wood:maple~figure:stripe~wax:green~caliper:28~pin:8 || rawleaf_0134_1_ZY5ZQ~left:LX31hazel~right:RQ74kermes~wood:satinwood~figure:flame~wax:white~caliper:27~pin:2 || rawleaf_0134_0_PFUEG~left:START_ASTER~right:RQ31pewter~wood:maple~figure:mottle~wax:white~caliper:24~pin:4 || shopnote~left:IGNORE_39~right:IGNORE_39~wood:scrap~figure:practice~wax:none~caliper:0~pin:0,rawleaf_0134_0_PFUEG|rawleaf_0134_1_ZY5ZQ|rawleaf_0134_2_6E6ZG|rawleaf_0134_3_6TB58|rawleaf_0134_4_U8YXN|rawleaf_0134_5_TS2FM|rawleaf_0134_6_D4PM9|rawleaf_0134_7_NKHJJ,8,smudged,START_ASTER,END_FERN,31|74|20|12|58|25|36
veneer_packet_00135,rawleaf_0135_3_86JU2~left:LX66cedar~right:RQ72ivory~wood:rosewood~figure:birdseye~wax:green~caliper:20~pin:1 || guardstrip~left:GUARD_85~right:GUARD_00~wood:paper~figure:separator~wax:none~caliper:0~pin:0 || rawleaf_0135_5_SQXT5~left:LX33bistre~right:RQ56ivory~wood:pearwood~figure:curl~wax:green~caliper:21~pin:8 || rawleaf_0135_6_7MFMN~left:LX56amber~right:RQ48ivory~wood:satinwood~figure:fiddleback~wax:red~caliper:18~pin:1 || rawleaf_0135_1_P7DQW~left:LX29flax~right:RQ30ochre~wood:rosewood~figure:curl~wax:black~caliper:25~pin:8 || rawleaf_0135_4_F9724~left:LX72amber~right:RQ33juniper~wood:maple~figure:ripple~wax:white~caliper:19~pin:0 || rawleaf_0135_7_FTYPU~left:LX48amber~right:END_FERN~wood:walnut~figure:ripple~wax:white~caliper:23~pin:8 || rawleaf_0135_0_8NBLN~left:START_DAMAR~right:RQ29nacre~wood:pearwood~figure:curl~wax:red~caliper:19~pin:4 || shopnote~left:IGNORE_80~right:IGNORE_30~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0135_2_5BG9N~left:LX30gesso~right:RQ66kermes~wood:walnut~figure:mottle~wax:green~caliper:26~pin:4,rawleaf_0135_0_8NBLN|rawleaf_0135_1_P7DQW|rawleaf_0135_2_5BG9N|rawleaf_0135_3_86JU2|rawleaf_0135_4_F9724|rawleaf_0135_5_SQXT5|rawleaf_0135_6_7MFMN|rawleaf_0135_7_FTYPU,8,busy,START_DAMAR,END_FERN,29|30|66|72|33|56|48
veneer_packet_00136,rawleaf_0136_6_EEPWU~left:LX39hazel~right:RQ49juniper~wood:maple~figure:mottle~wax:white~caliper:24~pin:2 || rawleaf_0136_3_VWFHF~left:LX04elm~right:RQ81juniper~wood:rosewood~figure:ripple~wax:yellow~caliper:22~pin:6 || rawleaf_0136_1_X3S67~left:LX29flax~right:RQ76madder~wood:pearwood~figure:fiddleback~wax:blue~caliper:28~pin:1 || rawleaf_0136_7_Z2ZNN~left:LX49bistre~right:END_GILDER~wood:elm burl~figure:flame~wax:white~caliper:22~pin:5 || rawleaf_0136_5_NLUGH~left:LX16amber~right:RQ39pewter~wood:elm burl~figure:birdseye~wax:black~caliper:18~pin:6 || rawleaf_0136_0_F3LVL~left:START_BEECH~right:RQ29nacre~wood:elm burl~figure:stripe~wax:red~caliper:28~pin:7 || rawleaf_0136_2_F85ET~left:LX76elm~right:RQ04madder~wood:rosewood~figure:ripple~wax:yellow~caliper:26~pin:1 || rawleaf_0136_4_J9WJX~left:LX81bistre~right:RQ16ivory~wood:rosewood~figure:ray~wax:green~caliper:26~pin:6,rawleaf_0136_0_F3LVL|rawleaf_0136_1_X3S67|rawleaf_0136_2_F85ET|rawleaf_0136_3_VWFHF|rawleaf_0136_4_J9WJX|rawleaf_0136_5_NLUGH|rawleaf_0136_6_EEPWU|rawleaf_0136_7_Z2ZNN,8,plain,START_BEECH,END_GILDER,29|76|4|81|16|39|49
veneer_packet_00137,rawleaf_0137_2_Z8X9P~left:LX25bistre~right:RQ10kermes~wood:rosewood~figure:stripe~wax:red~caliper:27~pin:5 || rawleaf_0137_5_QWHYX~left:LX79hazel~right:RQ51lichen~wood:elm burl~figure:ripple~wax:black~caliper:17~pin:0 || shopnote~left:IGNORE_69~right:IGNORE_10~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0137_0_S5MBN~left:START_ASTER~right:RQ07pewter~wood:satinwood~figure:ripple~wax:blue~caliper:24~pin:4 || rawleaf_0137_4_MZ26E~left:LX72amber~right:RQ79pewter~wood:maple~figure:ray~wax:green~caliper:21~pin:7 || rawleaf_0137_1_XHUF4~left:LX07hazel~right:RQ25juniper~wood:elm burl~figure:fiddleback~wax:red~caliper:25~pin:1 || rawleaf_0137_6_33XG2~left:LX51drift~right:RQ03lichen~wood:elm burl~figure:curl~wax:yellow~caliper:20~pin:4 || rawleaf_0137_7_26ZFV~left:LX03drift~right:END_FERN~wood:elm burl~figure:stripe~wax:green~caliper:18~pin:8 || rawleaf_0137_3_3DYQY~left:LX10cedar~right:RQ72ivory~wood:rosewood~figure:ray~wax:yellow~caliper:24~pin:1,rawleaf_0137_0_S5MBN|rawleaf_0137_1_XHUF4|rawleaf_0137_2_Z8X9P|rawleaf_0137_3_3DYQY|rawleaf_0137_4_MZ26E|rawleaf_0137_5_QWHYX|rawleaf_0137_6_33XG2|rawleaf_0137_7_26ZFV,8,smudged,START_ASTER,END_FERN,7|25|10|72|79|51|3
veneer_packet_00138,rawleaf_0138_0_BUHNV~left:START_DAMAR~right:RQ15pewter~wood:rosewood~figure:stripe~wax:white~caliper:24~pin:9 || rawleaf_0138_5_TQM8X~left:LX47hazel~right:RQ70ochre~wood:elm burl~figure:curl~wax:red~caliper:18~pin:3 || rawleaf_0138_1_5MMNK~left:LX15hazel~right:RQ11lichen~wood:pearwood~figure:curl~wax:yellow~caliper:22~pin:4 || rawleaf_0138_3_8Q2PK~left:LX00amber~right:RQ61nacre~wood:maple~figure:stripe~wax:yellow~caliper:19~pin:6 || rawleaf_0138_6_25BX8~left:LX70gesso~right:RQ63pewter~wood:pearwood~figure:curl~wax:black~caliper:19~pin:4 || rawleaf_0138_7_3KQP6~left:LX63hazel~right:END_EBONY~wood:elm burl~figure:flame~wax:black~caliper:19~pin:4 || rawleaf_0138_2_BBF9N~left:LX11drift~right:RQ00ivory~wood:walnut~figure:ripple~wax:white~caliper:23~pin:1 || rawleaf_0138_4_4XWWT~left:LX61flax~right:RQ47pewter~wood:satinwood~figure:ripple~wax:white~caliper:28~pin:7,rawleaf_0138_0_BUHNV|rawleaf_0138_1_5MMNK|rawleaf_0138_2_BBF9N|rawleaf_0138_3_8Q2PK|rawleaf_0138_4_4XWWT|rawleaf_0138_5_TQM8X|rawleaf_0138_6_25BX8|rawleaf_0138_7_3KQP6,8,plain,START_DAMAR,END_EBONY,15|11|0|61|47|70|63
veneer_packet_00139,rawleaf_0139_0_LEJJ2~left:START_BEECH~right:RQ50kermes~wood:walnut~figure:fiddleback~wax:black~caliper:26~pin:7 || rawleaf_0139_3_WDK62~left:LX74cedar~right:RQ34kermes~wood:rosewood~figure:ray~wax:yellow~caliper:22~pin:6 || rawleaf_0139_5_J6H4H~left:LX30gesso~right:RQ53nacre~wood:maple~figure:stripe~wax:white~caliper:20~pin:3 || rawleaf_0139_1_M5SQ9~left:LX50cedar~right:RQ81juniper~wood:maple~figure:birdseye~wax:red~caliper:19~pin:2 || rawleaf_0139_6_V6U7W~left:LX53flax~right:RQ15pewter~wood:elm burl~figure:fiddleback~wax:blue~caliper:25~pin:6 || rawleaf_0139_2_Z8YZZ~left:LX81bistre~right:RQ74kermes~wood:maple~figure:ray~wax:blue~caliper:25~pin:7 || shopnote~left:IGNORE_96~right:IGNORE_51~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0139_4_Y5X52~left:LX34cedar~right:RQ30ochre~wood:rosewood~figure:birdseye~wax:black~caliper:23~pin:0 || rawleaf_0139_7_H9L8E~left:LX15hazel~right:END_HOLLY~wood:walnut~figure:ripple~wax:black~caliper:25~pin:9,rawleaf_0139_0_LEJJ2|rawleaf_0139_1_M5SQ9|rawleaf_0139_2_Z8YZZ|rawleaf_0139_3_WDK62|rawleaf_0139_4_Y5X52|rawleaf_0139_5_J6H4H|rawleaf_0139_6_V6U7W|rawleaf_0139_7_H9L8E,8,smudged,START_BEECH,END_HOLLY,50|81|74|34|30|53|15
veneer_packet_00140,rawleaf_0140_6_JLT8L~left:LX50cedar~right:RQ63pewter~wood:walnut~figure:flame~wax:blue~caliper:17~pin:5 || rawleaf_0140_0_5653E~left:START_ASTER~right:RQ51lichen~wood:satinwood~figure:stripe~wax:blue~caliper:19~pin:7 || rawleaf_0140_2_4Y8JZ~left:LX73bistre~right:RQ64ivory~wood:elm burl~figure:curl~wax:green~caliper:26~pin:7 || rawleaf_0140_7_7WQ9L~left:LX63hazel~right:END_FERN~wood:satinwood~figure:fiddleback~wax:blue~caliper:25~pin:8 || rawleaf_0140_1_2PJUG~left:LX51drift~right:RQ73juniper~wood:elm burl~figure:stripe~wax:blue~caliper:24~pin:6 || rawleaf_0140_3_WWYSM~left:LX64amber~right:RQ87pewter~wood:pearwood~figure:mottle~wax:green~caliper:27~pin:9 || rawleaf_0140_5_UMK9J~left:LX29flax~right:RQ50kermes~wood:elm burl~figure:mottle~wax:white~caliper:17~pin:6 || shopnote~left:IGNORE_06~right:IGNORE_50~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0140_4_UQD3P~left:LX87hazel~right:RQ29nacre~wood:maple~figure:ripple~wax:blue~caliper:21~pin:3,rawleaf_0140_0_5653E|rawleaf_0140_1_2PJUG|rawleaf_0140_2_4Y8JZ|rawleaf_0140_3_WWYSM|rawleaf_0140_4_UQD3P|rawleaf_0140_5_UMK9J|rawleaf_0140_6_JLT8L|rawleaf_0140_7_7WQ9L,8,smudged,START_ASTER,END_FERN,51|73|64|87|29|50|63
veneer_packet_00141,rawleaf_0141_6_463BV~left:LX76elm~right:RQ52madder~wood:rosewood~figure:birdseye~wax:red~caliper:20~pin:4 || rawleaf_0141_0_GNSBG~left:START_BEECH~right:RQ10kermes~wood:walnut~figure:mottle~wax:blue~caliper:20~pin:9 || rawleaf_0141_4_B2M2P~left:LX86gesso~right:RQ60madder~wood:rosewood~figure:ripple~wax:black~caliper:22~pin:6 || rawleaf_0141_3_QZE2Z~left:LX07hazel~right:RQ86ochre~wood:pearwood~figure:mottle~wax:white~caliper:21~pin:7 || rawleaf_0141_2_7THWU~left:LX56amber~right:RQ07pewter~wood:satinwood~figure:birdseye~wax:black~caliper:24~pin:2 || rawleaf_0141_7_HW3ZW~left:LX52elm~right:END_GILDER~wood:pearwood~figure:stripe~wax:green~caliper:23~pin:2 || rawleaf_0141_5_SK4QN~left:LX60elm~right:RQ76madder~wood:satinwood~figure:fiddleback~wax:black~caliper:21~pin:1 || rawleaf_0141_1_FNZ9M~left:LX10cedar~right:RQ56ivory~wood:pearwood~figure:mottle~wax:black~caliper:24~pin:7,rawleaf_0141_0_GNSBG|rawleaf_0141_1_FNZ9M|rawleaf_0141_2_7THWU|rawleaf_0141_3_QZE2Z|rawleaf_0141_4_B2M2P|rawleaf_0141_5_SK4QN|rawleaf_0141_6_463BV|rawleaf_0141_7_HW3ZW,8,plain,START_BEECH,END_GILDER,10|56|7|86|60|76|52
veneer_packet_00142,rawleaf_0142_0_KVFW5~left:START_CLOVE~right:RQ14ochre~wood:pearwood~figure:mottle~wax:blue~caliper:24~pin:4 || guardstrip~left:GUARD_75~right:GUARD_88~wood:paper~figure:separator~wax:none~caliper:0~pin:0 || rawleaf_0142_1_M42M6~left:LX14gesso~right:RQ81juniper~wood:elm burl~figure:mottle~wax:red~caliper:20~pin:7 || rawleaf_0142_3_7Y77Z~left:LX12elm~right:RQ54ochre~wood:pearwood~figure:stripe~wax:black~caliper:27~pin:6 || shopnote~left:IGNORE_32~right:IGNORE_13~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0142_4_HXLN5~left:LX54gesso~right:RQ87pewter~wood:pearwood~figure:mottle~wax:yellow~caliper:24~pin:1 || rawleaf_0142_2_V5TG3~left:LX81bistre~right:RQ12madder~wood:pearwood~figure:flame~wax:black~caliper:21~pin:9 || rawleaf_0142_5_UEWGV~left:LX87hazel~right:RQ24ivory~wood:elm burl~figure:curl~wax:yellow~caliper:18~pin:4 || rawleaf_0142_7_LPEN5~left:LX48amber~right:END_EBONY~wood:rosewood~figure:fiddleback~wax:yellow~caliper:17~pin:2 || rawleaf_0142_6_4V96Q~left:LX24amber~right:RQ48ivory~wood:walnut~figure:curl~wax:yellow~caliper:28~pin:0,rawleaf_0142_0_KVFW5|rawleaf_0142_1_M42M6|rawleaf_0142_2_V5TG3|rawleaf_0142_3_7Y77Z|rawleaf_0142_4_HXLN5|rawleaf_0142_5_UEWGV|rawleaf_0142_6_4V96Q|rawleaf_0142_7_LPEN5,8,busy,START_CLOVE,END_EBONY,14|81|12|54|87|24|48
veneer_packet_00143,rawleaf_0143_0_XUEF2~left:START_CLOVE~right:RQ26kermes~wood:satinwood~figure:birdseye~wax:green~caliper:20~pin:6 || rawleaf_0143_3_VK7H5~left:LX41bistre~right:RQ61nacre~wood:rosewood~figure:curl~wax:black~caliper:17~pin:1 || rawleaf_0143_1_5K7WW~left:LX26cedar~right:RQ58kermes~wood:satinwood~figure:curl~wax:white~caliper:20~pin:2 || shopnote~left:IGNORE_88~right:IGNORE_24~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0143_7_MYT5Z~left:LX38gesso~right:END_GILDER~wood:elm burl~figure:curl~wax:yellow~caliper:23~pin:9 || rawleaf_0143_4_H5KJ7~left:LX61flax~right:RQ27lichen~wood:satinwood~figure:ray~wax:yellow~caliper:22~pin:7 || rawleaf_0143_5_H2T96~left:LX27drift~right:RQ20madder~wood:satinwood~figure:flame~wax:red~caliper:18~pin:6 || rawleaf_0143_2_KBYFP~left:LX58cedar~right:RQ41juniper~wood:pearwood~figure:birdseye~wax:green~caliper:22~pin:3 || rawleaf_0143_6_QBJNB~left:LX20elm~right:RQ38ochre~wood:pearwood~figure:fiddleback~wax:green~caliper:25~pin:3,rawleaf_0143_0_XUEF2|rawleaf_0143_1_5K7WW|rawleaf_0143_2_KBYFP|rawleaf_0143_3_VK7H5|rawleaf_0143_4_H5KJ7|rawleaf_0143_5_H2T96|rawleaf_0143_6_QBJNB|rawleaf_0143_7_MYT5Z,8,smudged,START_CLOVE,END_GILDER,26|58|41|61|27|20|38
veneer_packet_00144,rawleaf_0144_0_SUGW3~left:START_DAMAR~right:RQ75lichen~wood:maple~figure:mottle~wax:black~caliper:20~pin:6 || rawleaf_0144_4_F32LU~left:LX18cedar~right:RQ08ivory~wood:pearwood~figure:mottle~wax:white~caliper:18~pin:9 || rawleaf_0144_1_5Y6YW~left:LX75drift~right:RQ35lichen~wood:satinwood~figure:fiddleback~wax:green~caliper:25~pin:9 || rawleaf_0144_3_XMFYZ~left:LX12elm~right:RQ18kermes~wood:rosewood~figure:ray~wax:red~caliper:25~pin:4 || rawleaf_0144_6_KDMSP~left:LX49bistre~right:RQ02kermes~wood:satinwood~figure:fiddleback~wax:green~caliper:21~pin:6 || rawleaf_0144_2_2ZEKX~left:LX35drift~right:RQ12madder~wood:maple~figure:ray~wax:white~caliper:24~pin:1 || rawleaf_0144_5_ST6N4~left:LX08amber~right:RQ49juniper~wood:elm burl~figure:birdseye~wax:white~caliper:18~pin:7 || rawleaf_0144_7_WZXDE~left:LX02cedar~right:END_FERN~wood:pearwood~figure:birdseye~wax:red~caliper:27~pin:1,rawleaf_0144_0_SUGW3|rawleaf_0144_1_5Y6YW|rawleaf_0144_2_2ZEKX|rawleaf_0144_3_XMFYZ|rawleaf_0144_4_F32LU|rawleaf_0144_5_ST6N4|rawleaf_0144_6_KDMSP|rawleaf_0144_7_WZXDE,8,plain,START_DAMAR,END_FERN,75|35|12|18|8|49|2
veneer_packet_00145,rawleaf_0145_3_XX5TP~left:LX76elm~right:RQ08ivory~wood:walnut~figure:curl~wax:yellow~caliper:23~pin:9 || rawleaf_0145_2_GZW38~left:LX60elm~right:RQ76madder~wood:satinwood~figure:ray~wax:red~caliper:22~pin:1 || rawleaf_0145_4_HVW3X~left:LX08amber~right:RQ17juniper~wood:satinwood~figure:ripple~wax:yellow~caliper:26~pin:3 || rawleaf_0145_5_VGNQ2~left:LX17bistre~right:RQ32ivory~wood:walnut~figure:flame~wax:red~caliper:23~pin:9 || rawleaf_0145_0_MTG2W~left:START_CLOVE~right:RQ80ivory~wood:pearwood~figure:ripple~wax:blue~caliper:20~pin:4 || rawleaf_0145_1_TZD6P~left:LX80amber~right:RQ60madder~wood:walnut~figure:flame~wax:yellow~caliper:24~pin:8 || rawleaf_0145_7_SWBQY~left:LX23hazel~right:END_GILDER~wood:satinwood~figure:ray~wax:red~caliper:19~pin:0 || rawleaf_0145_6_ZBSUU~left:LX32amber~right:RQ23pewter~wood:rosewood~figure:fiddleback~wax:blue~caliper:21~pin:7,rawleaf_0145_0_MTG2W|rawleaf_0145_1_TZD6P|rawleaf_0145_2_GZW38|rawleaf_0145_3_XX5TP|rawleaf_0145_4_HVW3X|rawleaf_0145_5_VGNQ2|rawleaf_0145_6_ZBSUU|rawleaf_0145_7_SWBQY,8,plain,START_CLOVE,END_GILDER,80|60|76|8|17|32|23
veneer_packet_00146,rawleaf_0146_2_DVFW3~left:LX60elm~right:RQ56ivory~wood:elm burl~figure:ripple~wax:yellow~caliper:17~pin:5 || rawleaf_0146_7_M7GEH~left:LX85flax~right:END_HOLLY~wood:elm burl~figure:mottle~wax:green~caliper:19~pin:7 || rawleaf_0146_5_MYHZ6~left:LX51drift~right:RQ07pewter~wood:satinwood~figure:birdseye~wax:white~caliper:24~pin:9 || rawleaf_0146_1_9MZ3B~left:LX24amber~right:RQ60madder~wood:maple~figure:mottle~wax:yellow~caliper:19~pin:1 || rawleaf_0146_3_BD69K~left:LX56amber~right:RQ59lichen~wood:walnut~figure:flame~wax:red~caliper:21~pin:9 || rawleaf_0146_4_Z6KSE~left:LX59drift~right:RQ51lichen~wood:elm burl~figure:mottle~wax:yellow~caliper:24~pin:1 || rawleaf_0146_6_MBQVU~left:LX07hazel~right:RQ85nacre~wood:maple~figure:flame~wax:blue~caliper:24~pin:3 || rawleaf_0146_0_ZLW6J~left:START_BEECH~right:RQ24ivory~wood:elm burl~figure:curl~wax:blue~caliper:27~pin:1,rawleaf_0146_0_ZLW6J|rawleaf_0146_1_9MZ3B|rawleaf_0146_2_DVFW3|rawleaf_0146_3_BD69K|rawleaf_0146_4_Z6KSE|rawleaf_0146_5_MYHZ6|rawleaf_0146_6_MBQVU|rawleaf_0146_7_M7GEH,8,plain,START_BEECH,END_HOLLY,24|60|56|59|51|7|85
veneer_packet_00147,rawleaf_0147_1_J325T~left:LX79hazel~right:RQ02kermes~wood:walnut~figure:flame~wax:blue~caliper:23~pin:4 || rawleaf_0147_3_T6X42~left:LX18cedar~right:RQ77nacre~wood:walnut~figure:fiddleback~wax:blue~caliper:20~pin:3 || rawleaf_0147_4_SH7Z3~left:LX77flax~right:RQ87pewter~wood:walnut~figure:ripple~wax:yellow~caliper:23~pin:6 || rawleaf_0147_5_M3575~left:LX87hazel~right:RQ00ivory~wood:satinwood~figure:curl~wax:blue~caliper:17~pin:4 || rawleaf_0147_6_NYFQK~left:LX00amber~right:RQ76madder~wood:pearwood~figure:mottle~wax:red~caliper:27~pin:0 || rawleaf_0147_2_6LWQG~left:LX02cedar~right:RQ18kermes~wood:walnut~figure:ripple~wax:yellow~caliper:28~pin:9 || rawleaf_0147_0_4KENT~left:START_DAMAR~right:RQ79pewter~wood:maple~figure:fiddleback~wax:red~caliper:19~pin:8 || rawleaf_0147_7_7TQS4~left:LX76elm~right:END_EBONY~wood:walnut~figure:curl~wax:blue~caliper:27~pin:6,rawleaf_0147_0_4KENT|rawleaf_0147_1_J325T|rawleaf_0147_2_6LWQG|rawleaf_0147_3_T6X42|rawleaf_0147_4_SH7Z3|rawleaf_0147_5_M3575|rawleaf_0147_6_NYFQK|rawleaf_0147_7_7TQS4,8,plain,START_DAMAR,END_EBONY,79|2|18|77|87|0|76
veneer_packet_00148,rawleaf_0148_4_KZUKL~left:LX28elm~right:RQ34kermes~wood:elm burl~figure:fiddleback~wax:white~caliper:28~pin:1 || rawleaf_0148_1_WVMSD~left:LX59drift~right:RQ71pewter~wood:maple~figure:flame~wax:yellow~caliper:28~pin:5 || rawleaf_0148_3_QD523~left:LX22gesso~right:RQ28madder~wood:satinwood~figure:stripe~wax:red~caliper:22~pin:2 || rawleaf_0148_7_H5XEH~left:LX56amber~right:END_FERN~wood:rosewood~figure:flame~wax:black~caliper:26~pin:0 || rawleaf_0148_5_KW44L~left:LX34cedar~right:RQ39pewter~wood:walnut~figure:stripe~wax:black~caliper:23~pin:8 || shopnote~left:IGNORE_97~right:IGNORE_09~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0148_2_KLTFH~left:LX71hazel~right:RQ22ochre~wood:pearwood~figure:flame~wax:white~caliper:18~pin:2 || rawleaf_0148_0_455E7~left:START_ASTER~right:RQ59lichen~wood:elm burl~figure:birdseye~wax:black~caliper:18~pin:3 || rawleaf_0148_6_YZ244~left:LX39hazel~right:RQ56ivory~wood:maple~figure:stripe~wax:yellow~caliper:27~pin:1,rawleaf_0148_0_455E7|rawleaf_0148_1_WVMSD|rawleaf_0148_2_KLTFH|rawleaf_0148_3_QD523|rawleaf_0148_4_KZUKL|rawleaf_0148_5_KW44L|rawleaf_0148_6_YZ244|rawleaf_0148_7_H5XEH,8,smudged,START_ASTER,END_FERN,59|71|22|28|34|39|56
veneer_packet_00149,rawleaf_0149_5_L3BVY~left:LX85flax~right:RQ81juniper~wood:satinwood~figure:ripple~wax:white~caliper:25~pin:1 || rawleaf_0149_7_66B8B~left:LX28elm~right:END_HOLLY~wood:pearwood~figure:ripple~wax:green~caliper:27~pin:6 || rawleaf_0149_0_YYSHM~left:START_ASTER~right:RQ27lichen~wood:pearwood~figure:mottle~wax:white~caliper:23~pin:8 || rawleaf_0149_3_2SW2J~left:LX37flax~right:RQ59lichen~wood:walnut~figure:mottle~wax:red~caliper:24~pin:3 || rawleaf_0149_6_MNJVJ~left:LX81bistre~right:RQ28madder~wood:pearwood~figure:flame~wax:black~caliper:23~pin:9 || rawleaf_0149_2_UUMMZ~left:LX87hazel~right:RQ37nacre~wood:elm burl~figure:mottle~wax:red~caliper:20~pin:0 || rawleaf_0149_4_XJFYE~left:LX59drift~right:RQ85nacre~wood:rosewood~figure:flame~wax:red~caliper:25~pin:1 || rawleaf_0149_1_E9PX6~left:LX27drift~right:RQ87pewter~wood:elm burl~figure:curl~wax:white~caliper:18~pin:6,rawleaf_0149_0_YYSHM|rawleaf_0149_1_E9PX6|rawleaf_0149_2_UUMMZ|rawleaf_0149_3_2SW2J|rawleaf_0149_4_XJFYE|rawleaf_0149_5_L3BVY|rawleaf_0149_6_MNJVJ|rawleaf_0149_7_66B8B,8,plain,START_ASTER,END_HOLLY,27|87|37|59|85|81|28
